"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2008","Ireland","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","120",""
"2008","Ireland","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","120",""
"2008","Ireland","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","510",""
"2008","Ireland","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","500",""
"2008","Ireland","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","1,440",""
"2008","Ireland","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","1,420",""
"2008","Ireland","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","500",""
"2008","Ireland","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","495",""
"2008","Ireland","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","10",""
"2008","Ireland","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","10",""
"2008","Ireland","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","390",""
"2008","Ireland","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","385",""
"2008","Ireland","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","105",""
"2008","Ireland","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","105",""
"2008","Ireland","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","495",""
"2008","Ireland","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","490",""
"2008","Ireland","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","690",""
"2008","Ireland","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","680",""
"2008","Ireland","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","200",""
"2008","Ireland","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","200",""
"2008","Ireland","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","5",""
"2008","Ireland","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","5",""
"2008","Greece","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","435",""
"2008","Greece","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","805",""
"2008","Greece","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","1,240",""
"2008","Greece","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","15,700",""
"2008","Greece","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","2,930",""
"2008","Greece","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","15",""
"2008","Greece","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","285",""
"2008","Greece","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","765",""
"2008","Greece","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","1,050",""
"2008","Greece","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","14,710",""
"2008","Greece","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","2,495",""
"2008","Greece","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","10",""
"2008","Greece","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","150",""
"2008","Greece","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","40",""
"2008","Greece","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","190",""
"2008","Greece","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","990",""
"2008","Greece","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","435",""
"2008","Greece","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person",":",""
"2008","Greece","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","5",""
"2008","Greece","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","430",""
"2008","Spain","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","130",""
"2008","Spain","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","560",""
"2008","Spain","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","3,065",""
"2008","Spain","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","870",""
"2008","Spain","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","25",""
"2008","Spain","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","225",""
"2008","Spain","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","80",""
"2008","Spain","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","305",""
"2008","Spain","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","2,160",""
"2008","Spain","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","625",""
"2008","Spain","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","10",""
"2008","Spain","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","205",""
"2008","Spain","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person",":",""
"2008","Spain","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","50",""
"2008","Spain","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person",":",""
